Sun Mar 12 19:50:29 2023    binary.txt

         48355 function calls (47714 primitive calls) in 0.038 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:94(closegroup)
       23    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       41    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       98    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       19    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:218(height)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\colors.py:28(Colors)
      122    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:202(rows)
       50    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:79(groups)
       97    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:13(Frame)
      9/6    0.000    0.000    0.009    0.002 {built-in method builtins.__import__}
        1    0.000    0.000    0.009    0.009 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\initialise.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:684(<genexpr>)
       80    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:71(<lambda>)
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\range.py:26(array_coords)
        1    0.000    0.000    0.011    0.011 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\debug\log.py:1(<module>)
      9/5    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap>:1209(_handle_fromlist)
      7/6    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:434(_get_literal_prefix)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:451(__prepare__)
       15    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:222(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:701(Literal)
       52    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       51    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:882(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\coord.py:6(Coord)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
       38    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:455(PurePath)
        3    0.000    0.000    0.006    0.002 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:141(_construct_frame)
        1    0.000    0.000    0.006    0.006 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\winterm.py:1(<module>)
        7    0.000    0.000    0.004    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:225(compile)
       20    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:53(inner_size)
     12/9    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:477(__getitem__)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:33(__mul__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\types_.py:1(<module>)
       59    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1341(<genexpr>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:386(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:342(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\string.py:69(__init_subclass__)
       95    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       34    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:166(__setitem__)
        3    0.000    0.000    0.007    0.002 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:16(__init__)
       23    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\copyreg.py:104(__newobj__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:128(<setcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:265(getuntil)
       26    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:832(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\size.py:7(Size)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:1402(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:112(_WindowsFlavour)
       57    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.010    0.010 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\colors.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:228(_acquireLock)
       92    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        5    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1539(copy_with)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:692(Optional)
       14    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1535(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:857(Path)
       26    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:37(width)
        1    0.000    0.000    0.009    0.009 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:56(parse_parts)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        6    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1673(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:882(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1662(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1156(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:1357(_missing_)
       22    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:61(Borders)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:959(_find_data_type_)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\winterm.py:30(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\range.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1283(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\__future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:838(Thread)
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:45(inner_height)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\coord.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:849(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
        9    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:728(__delattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\weakref.py:104(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:891(__hash__)
        6    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:809(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\ansitowin32.py:16(StreamWrapper)
       11    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:47(_is_dunder)
       16    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:41(height)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:576(__init__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:163(right_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:484(_parse_args)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\struct.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1803(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:923(_get_mixins_)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\size.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\functools.py:479(lru_cache)
        7    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:954(fix_flags)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\functools.py:518(decorating_function)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\site-packages\colorama\ansitowin32.py:72(AnsiToWin32)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\traceback.py:372(StackSummary)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:263(__str__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:41(horizontal_cell)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:913(_check_for_existing_members_)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        7    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1327(getLogger)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        9    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:78(_is_private)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:130(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       36    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1432(Logger)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:72(<listcomp>)
       58    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       21    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\collections\__init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:264(_reset_cache)
       16    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1631(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:72(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:1008(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\colors.py:8(ColorType)
        9    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:987(_find_new_)
        7    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:49(inner_width)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:257(contextmanager)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\debug\errors.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:61(irows)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:753(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:2081(getLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1067(StreamHandler)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:772(create_module)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       22    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:155(bottom_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:435(validate)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\urllib\parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\range.py:6(RectRange)
        4    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:179(bottom_right_corner)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:863(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:335(_flatten_literal_params)
       10    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:57(icols)
       33    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\size.py:45(width)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\ansi.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:443(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:25(top_right_cell)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1415(_clear_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\debug\traceback.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\size.py:41(height)
        1    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1231(create_module)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:1337(_iter_member_by_value_)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:159(left_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:536(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:894(_parse_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\traceback.py:636(TracebackException)
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:454(StrFormatStyle)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:1270(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:504(_from_parts)
        5    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\coord.py:53(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\typing.py:483(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:72(<lambda>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       21    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\colors.py:11(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       25    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:421(PercentStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\traceback.py:247(FrameSummary)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:29(top_left_cell)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\ansi.py:4(CursorCode)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:912(createLock)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:33(bottom_right_cell)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\border_type.py:37(bottom_left_cell)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\grid\matrix.py:13(Cell)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:405(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\window\frames\frame.py:151(top_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\Downloads\Programing\Python\PyBattle\Now\GitHub\Pybattle\pybattle\ansi\ansi.py:13(AnsiEscSeq)
        1    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\threading.py:224(Condition)
        3    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\enum.py:188(__get__)
       11    0.000    0.000    0.000    0.000 C:\Users\jacob\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:426(_get_iscased)
